n,wr,pf,total,avg,sharpe,n1,wr1,sh1,n2,wr2,sh2,signals,vehicle,side,passed
35,40.0,0.61,-66.4,-1.9,-3.38,16,43.8,-0.8,19,36.8,-5.88,g58_18_0945,mtm_16_8,PE,False
35,40.0,0.61,-66.4,-1.9,-3.38,16,43.8,-0.8,19,36.8,-5.88,g60_18_0945,mtm_16_8,PE,False
47,42.6,0.6,-95.3,-2.03,-3.38,24,41.7,-2.44,23,43.5,-4.26,g50_22_0945,mtm_20_10,PE,False
46,37.0,0.6,-94.2,-2.05,-3.44,24,41.7,-1.04,22,31.8,-6.53,g62_x_0945,mtm_16_8,PE,False
46,37.0,0.6,-94.2,-2.05,-3.44,24,41.7,-1.04,22,31.8,-6.53,g65_x_0945,mtm_16_8,PE,False
38,44.7,0.57,-87.4,-2.3,-3.45,19,42.1,-3.57,19,47.4,-3.31,g62_22_0945,hold,PE,False
38,44.7,0.57,-87.4,-2.3,-3.45,19,42.1,-3.57,19,47.4,-3.31,g65_22_0945,hold,PE,False
50,42.0,0.6,-105.1,-2.1,-3.49,25,40.0,-3.08,25,44.0,-3.81,g50_25_0945,mtm_20_10,PE,False
50,42.0,0.6,-105.1,-2.1,-3.49,25,40.0,-3.08,25,44.0,-3.81,g50_28_0945,mtm_20_10,PE,False
55,38.2,0.6,-110.1,-2.0,-3.5,29,41.4,-1.68,26,34.6,-5.69,g50_x_0945,mtm_16_8,PE,False
34,38.2,0.6,-67.8,-2.0,-3.51,16,43.8,-0.8,18,33.3,-6.24,g62_18_0945,mtm_16_8,PE,False
34,38.2,0.6,-67.8,-2.0,-3.51,16,43.8,-0.8,18,33.3,-6.24,g65_18_0945,mtm_16_8,PE,False
43,39.5,0.59,-83.8,-1.95,-3.59,21,42.9,-1.8,22,36.4,-5.29,g50_18_0945,mtm_16_8,PE,False
47,44.7,0.56,-117.7,-2.5,-3.7,23,39.1,-4.8,24,50.0,-2.91,g55_25_0945,hold,PE,False
47,44.7,0.56,-117.7,-2.5,-3.7,23,39.1,-4.8,24,50.0,-2.91,g55_28_0945,hold,PE,False
42,45.2,0.54,-109.0,-2.6,-3.78,20,40.0,-4.35,22,50.0,-3.37,g58_25_0945,hold,PE,False
42,45.2,0.54,-109.0,-2.6,-3.78,20,40.0,-4.35,22,50.0,-3.37,g58_28_0945,hold,PE,False
42,45.2,0.54,-109.0,-2.6,-3.78,20,40.0,-4.35,22,50.0,-3.37,g60_25_0945,hold,PE,False
42,45.2,0.54,-109.0,-2.6,-3.78,20,40.0,-4.35,22,50.0,-3.37,g60_28_0945,hold,PE,False
41,43.9,0.54,-110.5,-2.7,-3.89,20,40.0,-4.35,21,47.6,-3.55,g62_25_0945,hold,PE,False
41,43.9,0.54,-110.5,-2.7,-3.89,20,40.0,-4.35,21,47.6,-3.55,g62_28_0945,hold,PE,False
41,43.9,0.54,-110.5,-2.7,-3.89,20,40.0,-4.35,21,47.6,-3.55,g65_25_0945,hold,PE,False
41,43.9,0.54,-110.5,-2.7,-3.89,20,40.0,-4.35,21,47.6,-3.55,g65_28_0945,hold,PE,False
47,44.7,0.54,-119.3,-2.54,-3.91,24,41.7,-4.46,23,47.8,-3.46,g50_22_0945,hold,PE,False
47,36.2,0.56,-104.7,-2.23,-4.08,23,34.8,-3.43,24,37.5,-4.61,g55_25_0945,mtm_16_8,PE,False
47,36.2,0.56,-104.7,-2.23,-4.08,23,34.8,-3.43,24,37.5,-4.61,g55_28_0945,mtm_16_8,PE,False
44,36.4,0.55,-97.9,-2.22,-4.11,22,36.4,-2.85,22,36.4,-5.32,g55_22_0945,mtm_16_8,PE,False
50,44.0,0.51,-142.4,-2.85,-4.24,25,40.0,-5.09,25,48.0,-3.64,g50_25_0945,hold,PE,False
50,44.0,0.51,-142.4,-2.85,-4.24,25,40.0,-5.09,25,48.0,-3.64,g50_28_0945,hold,PE,False
42,35.7,0.53,-102.1,-2.43,-4.43,20,35.0,-3.17,22,36.4,-5.56,g58_25_0945,mtm_16_8,PE,False
42,35.7,0.53,-102.1,-2.43,-4.43,20,35.0,-3.17,22,36.4,-5.56,g58_28_0945,mtm_16_8,PE,False
42,35.7,0.53,-102.1,-2.43,-4.43,20,35.0,-3.17,22,36.4,-5.56,g60_25_0945,mtm_16_8,PE,False
42,35.7,0.53,-102.1,-2.43,-4.43,20,35.0,-3.17,22,36.4,-5.56,g60_28_0945,mtm_16_8,PE,False
50,36.0,0.53,-119.5,-2.39,-4.47,25,36.0,-3.73,25,36.0,-5.1,g50_25_0945,mtm_16_8,PE,False
50,36.0,0.53,-119.5,-2.39,-4.47,25,36.0,-3.73,25,36.0,-5.1,g50_28_0945,mtm_16_8,PE,False
39,35.9,0.52,-95.3,-2.44,-4.49,19,36.8,-2.52,20,35.0,-6.53,g58_22_0945,mtm_16_8,PE,False
39,35.9,0.52,-95.3,-2.44,-4.49,19,36.8,-2.52,20,35.0,-6.53,g60_22_0945,mtm_16_8,PE,False
47,36.2,0.52,-112.8,-2.4,-4.52,24,37.5,-3.19,23,34.8,-5.85,g50_22_0945,mtm_16_8,PE,False
41,34.1,0.52,-103.6,-2.53,-4.56,20,35.0,-3.17,21,33.3,-5.85,g62_25_0945,mtm_16_8,PE,False
41,34.1,0.52,-103.6,-2.53,-4.56,20,35.0,-3.17,21,33.3,-5.85,g62_28_0945,mtm_16_8,PE,False
41,34.1,0.52,-103.6,-2.53,-4.56,20,35.0,-3.17,21,33.3,-5.85,g65_25_0945,mtm_16_8,PE,False
41,34.1,0.52,-103.6,-2.53,-4.56,20,35.0,-3.17,21,33.3,-5.85,g65_28_0945,mtm_16_8,PE,False
38,34.2,0.51,-96.8,-2.55,-4.63,19,36.8,-2.52,19,31.6,-6.9,g62_22_0945,mtm_16_8,PE,False
38,34.2,0.51,-96.8,-2.55,-4.63,19,36.8,-2.52,19,31.6,-6.9,g65_22_0945,mtm_16_8,PE,False
